,#AUTHID,sEXT,sNEU,sAGR,sCON,sOPN,NETWORKSIZE,positive,negative,joy,sadness,fear,disgust,anticipation,surprise,sum_emotions,punctuation
96,b7b7764cfa1c523e4e93ab2a79a946c4,2.65,3.0,3.15,3.25,4.4,180.0,0,2,0,2,2,1,0,0,7,0
97,b7b7764cfa1c523e4e93ab2a79a946c4,2.65,3.0,3.15,3.25,4.4,180.0,1,0,1,0,0,0,1,1,3,0
98,b7b7764cfa1c523e4e93ab2a79a946c4,2.65,3.0,3.15,3.25,4.4,180.0,2,0,2,0,0,0,0,0,4,2
99,b7b7764cfa1c523e4e93ab2a79a946c4,2.65,3.0,3.15,3.25,4.4,180.0,1,0,1,0,0,0,0,0,2,0
100,b7b7764cfa1c523e4e93ab2a79a946c4,2.65,3.0,3.15,3.25,4.4,180.0,0,1,0,0,0,0,1,1,2,0
101,b7b7764cfa1c523e4e93ab2a79a946c4,2.65,3.0,3.15,3.25,4.4,180.0,1,0,1,0,0,0,0,0,2,0
102,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,1
103,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,1,0,0,0,1,0,0,2,0
104,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
105,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
106,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
107,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
108,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,0,0,0,2,0
109,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,0,0,0,0,0,0,1,0
110,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
111,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,0,0,0,0,0,0,1,0
112,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,1
113,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,1,1,1,0
114,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,1,0,1,1,0,0,0,3,0
115,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
116,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,1,0,1,0,0,0,0,2,0
117,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
118,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
119,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,0,0,0,0,0,0,1,0
120,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,1
121,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,2,1,1,1,0,1,1,7,0
122,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,0,0,0,2,0
123,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,2,0,2,0,0,0,0,4,0
124,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
125,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,1
126,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,2,1,0,0,0,1,0,0,4,0
127,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,1,2,2,5,1
128,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,1,0,0,0,0,0,0,1,0
129,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,1,0,1,0,1,0,0,3,0
130,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,1,0,0,0,1,0,0,3,0
131,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
132,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,0,0,0,0,0,0,1,0
133,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,0,1,1,3,1
134,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,2,1,2,0,0,0,0,6,1
135,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,5,0,2,1,3,0,0,11,0
136,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
137,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,2,0,2,1,2,0,0,7,0
138,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,3,0,2,0,0,0,2,2,7,0
139,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,0,0,0,2,0
140,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,3,1,3,1,1,1,1,1,11,0
141,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
142,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,2
143,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,2,1,2,1,1,2,2,10,0
144,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,7
145,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,2,1,1,0,0,1,0,0,5,0
146,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,1,1,0,0,0,1,1,4,0
147,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,2,1,0,1,1,1,0,0,6,0
148,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
149,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,1,0,0,1,1,0,0,3,1
150,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,2
151,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,1,1,1,0
152,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
153,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,2,1,2,0,0,0,1,1,6,0
154,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,1
155,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,0,0,0,2,0
156,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,8,2,3,1,1,1,5,5,21,3
157,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
158,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,0,0,0,2,0
159,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,0,0,0,0,2,2,3,0
160,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,4,0,4,0,0,0,1,1,9,0
161,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,1,0,1,1,4,0
162,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,1,1,1,0,0,0,0,4,0
163,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
164,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,0,0,0,0,0,0,0,0,0
165,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,0,1,0,0,0,1,1,3,1
166,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,2,2,0,1,0,0,0,0,5,0
167,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,1,1,1,1,1,1,1,7,0
168,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,0,1,0,0,0,0,0,0,1,0
169,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,1,3,1,1,1,3,1,1,11,0
170,318bf822d4f2bd3920367560218619c0,4.5,4.0,3.0,4.5,3.75,318.0,3,0,2,0,0,0,0,0,5,0
171,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,1
172,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,1,0,0,0,0,0,0,1,0
173,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,4,1,1,1,1,0,0,0,8,0
174,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,0
175,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,3
176,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,0
177,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,1,1,1,1,1,1,1,1,7,0
178,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,0
179,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,1
180,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,2,1,0,0,0,0,0,0,3,0
181,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,1,0,1,1,1,0,0,4,0
182,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,1,0,0,0,1,3
183,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,1,0,1,0,0,0,0,0,2,0
184,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,13
185,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,3
186,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,3
187,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,1,0,0,0,0,0,0,0,1,0
188,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,15
189,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,1,0,1,0,0,0,1,1,3,3
190,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,2,0,2,0,0,0,2,2,6,1
191,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,1,0,1,0,0,0,0,2,0
192,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,9
193,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,10
194,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,1,1,0,1,0,0,0,0,3,0
195,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,1,0,1,1,1,0,0,4,8
196,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,3
197,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,1,1,1,1,1,1,1,1,7,0
198,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,0
199,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,0,0,0,0,0,0,0,0,0,0
200,ecbddbfe00e0f83cfdb802a7186061c7,4.3,2.15,3.6,3.3,4.1,739.0,1,0,1,0,0,0,0,0,2,0
