,0,1,2,3,4
114,False,False,False,False,True
115,True,False,False,False,True
116,True,False,True,False,True
117,False,False,True,False,False
118,True,False,True,False,True
119,False,True,True,True,True
120,False,False,False,False,True
121,False,True,False,True,True
122,True,False,False,False,True
123,True,True,False,True,False
124,True,True,False,True,False
125,False,False,False,False,True
126,False,True,True,True,True
127,False,False,False,False,True
128,True,False,False,False,True
129,False,True,False,True,True
130,True,False,True,False,True
131,False,False,True,False,True
132,True,True,False,True,False
133,True,True,False,True,False
134,True,True,False,True,True
135,True,False,False,False,False
136,True,True,False,True,False
137,True,True,True,True,False
138,False,False,False,False,False
139,False,False,False,False,False
140,False,True,False,True,True
141,False,False,False,False,True
142,True,False,True,False,True
143,False,False,False,False,True
144,False,False,True,False,False
145,True,True,True,True,True
146,True,True,False,True,False
147,True,True,True,True,False
148,True,True,True,True,False
149,False,False,False,False,True
150,False,False,False,False,False
151,False,True,False,True,False
152,False,False,True,False,True
153,True,False,True,False,True
154,True,True,True,True,False
155,True,False,False,False,True
156,False,True,False,True,False
157,True,False,False,False,False
158,True,False,False,False,False
159,True,True,False,True,True
160,False,False,False,False,True
161,False,False,True,False,True
162,True,False,True,False,False
163,False,False,False,False,False
164,True,True,True,True,False
165,False,False,False,False,True
166,False,True,True,True,True
167,False,False,False,False,True
168,True,False,True,False,True
169,False,False,True,False,True
170,False,False,True,False,True
171,True,True,True,True,True
172,False,False,False,False,False
173,True,True,True,True,True
174,True,False,False,False,True
175,False,False,False,False,True
176,False,True,True,True,True
177,True,True,False,True,False
178,False,False,True,False,True
179,False,True,False,True,False
180,True,True,False,True,False
181,True,True,False,True,False
182,True,False,True,False,False
183,True,True,False,True,False
184,False,True,True,True,True
185,True,True,True,True,True
186,True,False,True,False,True
187,True,False,True,False,True
188,True,False,True,False,True
189,True,True,False,True,True
190,False,True,True,True,True
191,False,True,False,True,True
192,True,False,False,False,True
193,True,True,True,True,False
194,True,True,True,True,False
195,True,False,True,False,True
196,True,False,False,False,False
197,False,True,False,True,True
198,False,False,True,False,True
199,True,False,True,False,False
200,True,False,False,False,True
201,False,True,True,True,True
202,True,True,False,True,False
203,True,False,False,False,True
204,False,True,True,True,True
205,True,False,True,False,False
206,True,False,True,False,True
207,True,False,True,False,True
208,False,False,True,False,True
209,True,False,True,False,True
210,False,False,True,False,True
211,True,False,True,False,True
212,True,False,False,False,True
213,False,False,False,False,False
214,True,False,False,False,True
215,True,True,True,True,False
216,True,True,False,True,False
217,False,True,True,True,True
218,False,False,False,False,True
219,True,True,True,True,True
220,True,True,False,True,False
221,True,True,True,True,False
222,True,False,True,False,False
223,True,True,False,True,True
224,False,False,True,False,False
225,False,True,True,True,True
226,True,True,True,True,False
227,True,False,False,False,False
228,False,False,False,False,True
229,True,True,True,True,False
230,False,False,True,False,True
231,True,True,True,True,False
232,False,False,False,False,True
233,True,True,True,True,True
234,True,False,False,False,True
235,True,True,True,True,False
236,False,False,True,False,False
237,True,False,False,False,True
238,False,True,False,True,False
239,True,True,False,True,False
240,False,True,True,True,False
241,True,True,True,True,False
242,True,True,False,True,False
243,False,False,False,False,True
244,True,True,False,True,True
245,True,False,True,False,True
246,False,False,True,False,True
247,True,True,True,True,False
248,True,True,True,True,True
249,True,True,False,True,False
